"";"genre_Adventure";"genre_Action";"genre_Comedy";"genre_Drama";"genre_Film_Noir";"genre_Romance";"genre_Sci_Fi";"genre_Thriller";"genre_Animation";"genre_Western";"genre_IMAX";"genre_Documentary";"genre_War";"genre_Musical";"genre_Children";"genre_Fantasy";"genre_Horror";"genre_Crime";"genre_Mystery";"user_547";"user_195";"user_384";"user_463";"user_all"
"42";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362,5;362,5;362,5;362,5;362,5
"43";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;269,736842105263;269,736842105263;269,736842105263;269,736842105263;269,736842105263
"44";0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;400;352,325581395349;352,325581395349;352,325581395349;352,325581395349
"45";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;316,666666666667;316,666666666667;316,666666666667;316,666666666667;316,666666666667
"46";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;400;403,482587064677;400;400;403,482587064677
"47";0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;292,622950819672;292,622950819672;292,622950819672;300;292,622950819672
"48";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"49";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;400;437,064676616915;437,064676616915;500;437,064676616915
"50";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;363,725490196078;363,725490196078;363,725490196078;400;363,725490196078
"51";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;500;500;500
"52";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;366,666666666667;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"53";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"54";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;314,285714285714;314,285714285714;314,285714285714;314,285714285714
"55";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"56";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400;400;400;400;400
"57";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;282,8125;200;282,8125;282,8125;282,8125
"58";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;357,142857142857;357,142857142857;357,142857142857;357,142857142857;357,142857142857
"59";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368,965517241379;368,965517241379;368,965517241379;368,965517241379;368,965517241379
"60";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;283,333333333333;283,333333333333;283,333333333333;283,333333333333;283,333333333333
"61";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;240;240;240;240;240
"62";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202,5;202,5;202,5;202,5;202,5
"63";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"64";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"65";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381,818181818182;381,818181818182;381,818181818182;381,818181818182;381,818181818182
"66";0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;302,083333333333;302,083333333333;400;302,083333333333;302,083333333333
"67";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242,857142857143;242,857142857143;242,857142857143;242,857142857143;242,857142857143
"68";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316,666666666667;316,666666666667;316,666666666667;316,666666666667;316,666666666667
"69";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;411,538461538461;411,538461538461;411,538461538461;411,538461538461;411,538461538461
"70";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;302,631578947368;302,631578947368;302,631578947368;302,631578947368;302,631578947368
"71";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"72";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"73";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;320;320;320;320;320
"74";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;296,153846153846;296,153846153846;296,153846153846;296,153846153846;296,153846153846
"75";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;462,5;462,5;462,5;462,5;462,5
"76";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;325;325;325;325;325
"77";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;380;380;380;380
"78";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"79";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"80";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;406,25;406,25;406,25;406,25
"81";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376,470588235294;376,470588235294;376,470588235294;376,470588235294;376,470588235294
"82";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;166,666666666667;166,666666666667;166,666666666667;166,666666666667;166,666666666667
"83";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289,130434782609;289,130434782609;289,130434782609;289,130434782609;289,130434782609
"84";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;344,117647058824;344,117647058824;344,117647058824;344,117647058824;344,117647058824
"85";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;354,166666666667;354,166666666667;354,166666666667;354,166666666667;354,166666666667
"86";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;222,727272727273;222,727272727273;222,727272727273;222,727272727273;222,727272727273
"87";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;356,818181818182;356,818181818182;356,818181818182;356,818181818182
"88";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;317,741935483871;300;200;317,741935483871;317,741935483871
"89";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100
"90";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;387,5;387,5;387,5;387,5;387,5
"91";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"92";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"93";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;342,857142857143;342,857142857143;342,857142857143;342,857142857143;342,857142857143
"94";1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;388,235294117647;388,235294117647;388,235294117647;388,235294117647;388,235294117647
"95";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259,090909090909;259,090909090909;259,090909090909;259,090909090909;259,090909090909
"96";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;400;400;400;400;400
"97";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329,255319148936;100;329,255319148936;329,255319148936;329,255319148936
"98";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;311,458333333333;311,458333333333;311,458333333333;311,458333333333;311,458333333333
"99";1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;346,296296296296;346,296296296296;346,296296296296;346,296296296296;346,296296296296
"100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"101";0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;394,517543859649;300;450;500;394,517543859649
"102";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;500;200;422,457627118644;422,457627118644;422,457627118644
"103";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;329,591836734694;100;329,591836734694;329,591836734694;329,591836734694
"104";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;320;320;320;320;320
"105";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"106";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;475;475;475;475
"107";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;300;300;300;300;300
"108";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;280;280;280;280;280
"109";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"110";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;380;380;380;380
"111";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;305,263157894737;305,263157894737;305,263157894737;305,263157894737;305,263157894737
"112";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;400;400;400;400;400
"113";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"114";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;371,428571428571;371,428571428571;371,428571428571;371,428571428571
"115";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;270;270;270;270;270
"116";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"117";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450
"118";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"119";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;287,5;287,5;287,5;200;287,5
"120";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"121";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100
"122";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;347,826086956522;347,826086956522;347,826086956522;347,826086956522;347,826086956522
"123";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;358,064516129032;358,064516129032;358,064516129032;358,064516129032
"124";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;332,692307692308;332,692307692308;332,692307692308;332,692307692308
"125";0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;327,906976744186;327,906976744186;350;327,906976744186;327,906976744186
"126";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;433,333333333333;433,333333333333;433,333333333333;433,333333333333;433,333333333333
"127";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364,285714285714;364,285714285714;364,285714285714;364,285714285714;364,285714285714
"128";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"129";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;433,333333333333;433,333333333333;433,333333333333;433,333333333333;433,333333333333
"130";1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;400;300;390,25;390,25;390,25
"131";0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;356,25;356,25;356,25;300;356,25
"132";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;383,333333333333;383,333333333333;383,333333333333;383,333333333333;383,333333333333
"133";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;200;278,294573643411;300;278,294573643411;278,294573643411
"134";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381,25;381,25;381,25;381,25;381,25
"135";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;200;305,555555555556;305,555555555556;305,555555555556;305,555555555556
"136";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;395,454545454545;395,454545454545;395,454545454545;395,454545454545
"137";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;237,5;237,5;237,5;237,5;237,5
"138";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;287,068965517241;287,068965517241;287,068965517241;287,068965517241;287,068965517241
"139";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;393,75;393,75;393,75;393,75;393,75
"140";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;234,126984126984;234,126984126984;100;100;234,126984126984
"141";0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;100;383,125;383,125;300;383,125
"142";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;413,636363636364;413,636363636364;413,636363636364;413,636363636364
"143";0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;351,587301587302;351,587301587302;351,587301587302;351,587301587302;351,587301587302
"144";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;300;400;355,769230769231;355,769230769231;355,769230769231
"145";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;450;100;350;344,366197183099;344,366197183099
"146";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;300;300;300;300;300
"147";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"148";0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;311,627906976744;311,627906976744;300;300;311,627906976744
"149";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;256,25;256,25;256,25;256,25;256,25
"150";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;328,846153846154;328,846153846154;328,846153846154;328,846153846154;328,846153846154
"151";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433,333333333333;433,333333333333;433,333333333333;433,333333333333;433,333333333333
"152";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;257,291666666667;257,291666666667;200;257,291666666667;257,291666666667
"153";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;256,428571428571;256,428571428571;400;256,428571428571;256,428571428571
"154";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;225;225;225;225
"155";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395,652173913043;395,652173913043;395,652173913043;395,652173913043;395,652173913043
"156";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;377,777777777778;377,777777777778;377,777777777778;377,777777777778
"157";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;288,461538461538;288,461538461538;288,461538461538;288,461538461538;288,461538461538
"158";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470;470;470;470;470
"159";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"160";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;330,681818181818;330,681818181818;330,681818181818;330,681818181818
"161";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;180;180;180;180;180
"162";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;500;500;500;500;500
"163";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450
"164";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;310,294117647059;310,294117647059;310,294117647059;310,294117647059;310,294117647059
"165";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;287,5;287,5;287,5;287,5
"166";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283,333333333333;283,333333333333;283,333333333333;283,333333333333;283,333333333333
"167";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;312,5;312,5;312,5;312,5;312,5
"168";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;400;400;400;400;400
"169";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;383,333333333333;383,333333333333;383,333333333333;383,333333333333;383,333333333333
"170";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"171";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;231,428571428571;250;231,428571428571;231,428571428571
"172";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;429,166666666667;429,166666666667;429,166666666667;429,166666666667
"173";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;321,428571428571;321,428571428571;321,428571428571;300;321,428571428571
"174";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;280,909090909091;200;280,909090909091;280,909090909091;280,909090909091
"175";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;344,186046511628;344,186046511628;344,186046511628;344,186046511628;344,186046511628
"176";0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"177";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"178";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;400;400;400;400;400
"179";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"180";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;330,434782608696;330,434782608696;330,434782608696;330,434782608696
"181";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"182";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;360;360;360;360
"184";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;337,5;337,5;337,5;337,5;337,5
"185";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;275,221238938053;100;275,221238938053;275,221238938053;275,221238938053
"186";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;260;260;260;260
"187";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"188";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422,222222222222;422,222222222222;422,222222222222;422,222222222222;422,222222222222
"189";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;300;300;300;300;300
"190";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;372,222222222222;372,222222222222;372,222222222222;372,222222222222;372,222222222222
"191";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302,380952380952;302,380952380952;302,380952380952;302,380952380952;302,380952380952
"192";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;271,428571428571;271,428571428571;271,428571428571;271,428571428571;271,428571428571
"193";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"194";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;425;425;425;425
"195";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"196";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;250;393,181818181818;393,181818181818;400;393,181818181818
"197";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;396,330275229358;300;400;396,330275229358
"198";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;360;360;360;360;360
"199";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;317,307692307692;317,307692307692;317,307692307692;300;317,307692307692
"200";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;315,625;315,625;315,625;315,625;315,625
"201";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"202";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;408,333333333333;408,333333333333;408,333333333333;408,333333333333;408,333333333333
"203";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;370;370;370;370;370
"204";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311,075949367089;311,075949367089;400;311,075949367089;311,075949367089
"205";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;400;420,833333333333;420,833333333333;420,833333333333;420,833333333333
"206";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;426,923076923077;426,923076923077;426,923076923077;426,923076923077
"207";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"208";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;390,384615384615;390,384615384615;390,384615384615
"209";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;335,833333333333;335,833333333333;335,833333333333;335,833333333333;335,833333333333
"210";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;319,117647058824;319,117647058824;319,117647058824;319,117647058824
"211";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;300;300;300;300;300
